,Drug use disorders,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
482,"Johnson County, Georgia",13167,"1.06 (0.46, 1.92)","1.30 (0.64, 2.30)","1.79 (0.95, 3.01)","2.42 (1.41, 4.20)","3.98 (2.26, 6.13)","7.36 (4.50, 11.06)","8.64 (5.51, 12.39)","9.00 (5.70, 12.97)","751.49 (328.51, 1843.60)"
483,"Jones County, Georgia",13169,"0.88 (0.44, 1.53)","1.17 (0.66, 1.91)","1.71 (0.99, 2.69)","2.58 (1.60, 3.93)","4.43 (3.03, 6.19)","7.92 (5.61, 10.54)","9.12 (6.58, 12.23)","9.76 (6.98, 12.92)","1002.59 (468.29, 2146.47)"
484,"Lamar County, Georgia",13171,"0.92 (0.44, 1.63)","1.21 (0.64, 2.08)","1.82 (0.99, 3.16)","2.86 (1.56, 4.65)","5.30 (3.24, 8.28)","9.72 (6.15, 14.08)","13.93 (9.19, 19.85)","14.40 (9.46, 20.97)","1458.45 (720.42, 3196.04)"
485,"Lanier County, Georgia",13173,"0.78 (0.35, 1.50)","0.91 (0.43, 1.75)","1.18 (0.54, 2.15)","1.67 (0.78, 3.02)","2.90 (1.49, 4.90)","4.94 (2.78, 8.15)","6.97 (4.20, 11.41)","6.67 (3.60, 10.68)","757.10 (321.01, 1775.22)"
486,"Laurens County, Georgia",13175,"1.03 (0.58, 1.72)","1.37 (0.78, 2.15)","1.86 (1.12, 2.90)","2.79 (1.77, 4.16)","5.15 (3.40, 7.29)","9.85 (7.02, 13.17)","11.48 (8.57, 14.92)","12.27 (9.09, 15.96)","1090.25 (578.35, 2138.09)"
487,"Lee County, Georgia",13177,"0.85 (0.40, 1.57)","1.07 (0.54, 1.87)","1.36 (0.71, 2.36)","1.99 (1.13, 3.35)","2.87 (1.68, 4.48)","5.05 (3.09, 7.29)","5.80 (3.68, 8.41)","5.80 (3.75, 8.31)","580.48 (253.84, 1417.17)"
488,"Liberty County, Georgia",13179,"0.55 (0.25, 0.99)","0.68 (0.33, 1.18)","1.02 (0.54, 1.66)","1.39 (0.81, 2.15)","2.45 (1.47, 3.57)","4.44 (3.02, 6.25)","5.89 (3.99, 8.20)","6.54 (4.61, 8.82)","1090.32 (544.62, 2514.47)"
489,"Lincoln County, Georgia",13181,"0.68 (0.32, 1.29)","0.94 (0.46, 1.72)","1.44 (0.71, 2.55)","2.16 (1.06, 3.68)","3.85 (2.15, 6.24)","7.15 (4.39, 10.74)","9.38 (5.75, 14.49)","9.57 (5.76, 14.83)","1311.61 (648.75, 2840.47)"
490,"Long County, Georgia",13183,"0.61 (0.27, 1.14)","0.80 (0.38, 1.47)","1.15 (0.59, 2.05)","1.73 (0.93, 3.04)","3.15 (1.65, 5.25)","5.58 (3.30, 8.58)","7.63 (4.75, 11.44)","8.32 (4.86, 12.26)","1269.47 (620.83, 3002.50)"
491,"Lowndes County, Georgia",13185,"0.66 (0.34, 1.14)","0.77 (0.42, 1.29)","1.01 (0.56, 1.66)","1.40 (0.81, 2.28)","2.29 (1.47, 3.37)","3.82 (2.67, 5.32)","5.24 (3.71, 7.25)","5.43 (3.78, 7.53)","719.90 (334.62, 1624.04)"
492,"Lumpkin County, Georgia",13187,"0.63 (0.29, 1.14)","0.90 (0.46, 1.52)","1.40 (0.76, 2.25)","2.18 (1.31, 3.34)","4.15 (2.60, 6.09)","7.97 (5.68, 10.62)","10.95 (8.14, 14.55)","12.32 (9.00, 15.73)","1844.79 (1001.67, 3869.17)"
493,"Macon County, Georgia",13193,"0.73 (0.33, 1.39)","0.86 (0.41, 1.61)","1.08 (0.52, 1.96)","1.45 (0.73, 2.57)","2.75 (1.41, 4.64)","5.00 (2.75, 7.91)","6.72 (3.86, 10.90)","6.26 (3.53, 10.25)","756.17 (293.73, 1808.82)"
494,"Madison County, Georgia",13195,"0.94 (0.48, 1.59)","1.37 (0.79, 2.15)","2.07 (1.21, 3.20)","3.40 (2.08, 4.98)","6.10 (4.14, 8.46)","11.12 (8.21, 14.67)","15.35 (11.56, 19.54)","20.03 (15.59, 25.21)","2020.92 (1111.21, 4027.73)"
495,"Marion County, Georgia",13197,"0.72 (0.31, 1.41)","0.88 (0.41, 1.64)","1.18 (0.55, 2.15)","1.56 (0.72, 2.83)","2.56 (1.29, 4.45)","4.31 (2.40, 6.94)","5.62 (3.09, 9.08)","5.63 (3.06, 9.10)","679.91 (256.04, 1665.20)"
496,"McDuffie County, Georgia",13189,"0.81 (0.41, 1.37)","1.07 (0.57, 1.77)","1.48 (0.78, 2.53)","2.09 (1.15, 3.45)","3.90 (2.33, 6.10)","6.91 (4.46, 10.11)","9.48 (6.12, 13.74)","9.41 (6.00, 13.59)","1060.96 (486.73, 2244.17)"
497,"McIntosh County, Georgia",13191,"0.70 (0.30, 1.44)","0.95 (0.42, 1.82)","1.45 (0.67, 2.68)","2.23 (1.10, 3.88)","4.10 (2.25, 6.56)","7.94 (4.84, 11.74)","10.31 (6.65, 14.54)","11.41 (7.13, 16.34)","1529.95 (676.44, 3931.32)"
498,"Meriwether County, Georgia",13199,"0.89 (0.44, 1.49)","1.25 (0.68, 2.07)","1.94 (1.07, 3.19)","2.85 (1.73, 4.38)","4.87 (3.08, 7.10)","8.86 (6.20, 11.89)","11.84 (8.69, 15.64)","12.71 (8.96, 17.11)","1327.16 (686.82, 2772.12)"
499,"Miller County, Georgia",13201,"0.94 (0.35, 1.96)","1.10 (0.42, 2.25)","1.47 (0.56, 3.08)","2.02 (0.78, 4.06)","3.40 (1.39, 6.16)","5.94 (2.70, 10.39)","7.80 (3.77, 13.34)","8.11 (3.49, 14.45)","764.90 (329.28, 1985.54)"
500,"Mitchell County, Georgia",13205,"0.77 (0.37, 1.43)","0.93 (0.47, 1.65)","1.24 (0.66, 2.15)","1.67 (0.89, 2.77)","2.87 (1.62, 4.60)","5.24 (3.24, 7.99)","6.52 (4.04, 9.72)","6.66 (4.05, 9.68)","763.58 (313.61, 1824.42)"
501,"Monroe County, Georgia",13207,"0.78 (0.39, 1.34)","1.02 (0.53, 1.71)","1.49 (0.78, 2.46)","2.06 (1.22, 3.26)","3.56 (2.23, 5.22)","5.85 (3.91, 8.41)","7.86 (5.48, 10.83)","8.88 (6.34, 12.07)","1040.85 (553.17, 2168.39)"
502,"Montgomery County, Georgia",13209,"0.74 (0.31, 1.50)","0.94 (0.42, 1.81)","1.32 (0.60, 2.49)","1.81 (0.86, 3.29)","3.11 (1.54, 5.31)","5.35 (2.94, 8.68)","6.91 (3.77, 10.88)","7.28 (4.01, 11.77)","884.05 (368.71, 2127.24)"
503,"Morgan County, Georgia",13211,"0.64 (0.29, 1.17)","0.89 (0.45, 1.55)","1.41 (0.72, 2.51)","2.06 (1.10, 3.52)","3.82 (2.18, 6.27)","7.39 (4.74, 11.09)","9.59 (6.08, 14.43)","11.76 (7.50, 17.37)","1734.21 (863.25, 3779.80)"
504,"Murray County, Georgia",13213,"0.82 (0.45, 1.42)","1.23 (0.77, 1.91)","2.09 (1.32, 3.07)","3.52 (2.42, 4.89)","6.67 (4.93, 8.88)","13.81 (10.70, 17.23)","19.48 (15.79, 23.44)","21.32 (17.51, 25.55)","2497.76 (1346.73, 4778.19)"
505,"Muscogee County, Georgia",13215,"1.01 (0.55, 1.68)","1.17 (0.67, 1.83)","1.57 (0.95, 2.42)","2.15 (1.36, 3.19)","3.69 (2.45, 5.06)","5.70 (4.12, 7.51)","8.93 (6.93, 11.33)","8.61 (6.67, 10.84)","752.60 (383.46, 1582.10)"
506,"Newton County, Georgia",13217,"0.82 (0.42, 1.42)","1.03 (0.56, 1.63)","1.51 (0.92, 2.46)","2.13 (1.35, 3.10)","3.49 (2.34, 4.89)","6.45 (4.71, 8.52)","8.72 (6.58, 11.28)","9.50 (7.18, 12.01)","1055.61 (537.37, 2244.14)"
507,"Oconee County, Georgia",13219,"0.57 (0.30, 1.01)","0.73 (0.40, 1.22)","1.10 (0.62, 1.76)","1.57 (0.94, 2.42)","2.67 (1.74, 3.83)","4.56 (3.14, 6.12)","5.95 (4.21, 7.91)","6.35 (4.50, 8.36)","1013.26 (496.99, 2214.43)"
508,"Oglethorpe County, Georgia",13221,"0.66 (0.29, 1.25)","0.92 (0.44, 1.70)","1.46 (0.73, 2.55)","2.40 (1.28, 3.96)","4.02 (2.37, 6.47)","7.27 (4.56, 10.83)","9.72 (6.47, 14.25)","10.24 (6.87, 14.75)","1444.42 (709.96, 3336.17)"
509,"Paulding County, Georgia",13223,"0.86 (0.49, 1.36)","1.14 (0.70, 1.78)","1.64 (0.99, 2.51)","2.61 (1.74, 3.72)","4.24 (3.04, 5.64)","7.94 (6.24, 10.12)","13.30 (10.98, 15.91)","12.91 (10.68, 15.25)","1406.04 (799.11, 2695.64)"
510,"Peach County, Georgia",13225,"0.95 (0.40, 1.84)","1.16 (0.53, 2.10)","1.64 (0.78, 2.95)","2.32 (1.19, 3.98)","4.45 (2.58, 6.94)","7.58 (4.71, 11.33)","11.01 (7.31, 15.80)","9.43 (6.06, 13.47)","891.55 (391.28, 2302.67)"
511,"Pickens County, Georgia",13227,"0.82 (0.41, 1.40)","1.13 (0.61, 1.81)","1.71 (0.95, 2.73)","2.57 (1.52, 3.83)","4.96 (3.34, 6.90)","9.10 (6.69, 12.07)","12.07 (9.14, 15.78)","12.53 (9.50, 16.13)","1429.35 (761.72, 2965.30)"
512,"Pierce County, Georgia",13229,"1.00 (0.48, 1.70)","1.33 (0.71, 2.23)","1.99 (1.15, 3.21)","2.94 (1.75, 4.46)","5.29 (3.26, 7.86)","10.01 (6.79, 13.81)","11.61 (7.76, 16.03)","13.70 (9.19, 18.91)","1276.22 (651.14, 2678.48)"
513,"Pike County, Georgia",13231,"0.62 (0.29, 1.17)","0.82 (0.41, 1.51)","1.19 (0.59, 2.11)","1.75 (0.91, 2.95)","3.12 (1.71, 5.13)","5.46 (3.19, 8.53)","7.19 (4.40, 10.94)","7.87 (4.61, 12.10)","1162.42 (468.22, 2841.37)"
514,"Polk County, Georgia",13233,"1.26 (0.67, 2.07)","1.78 (1.09, 2.74)","2.89 (1.78, 4.28)","4.22 (2.69, 6.01)","7.87 (5.73, 10.74)","13.88 (10.80, 17.46)","19.55 (15.65, 24.24)","18.82 (15.02, 23.13)","1392.52 (816.75, 2715.15)"
515,"Pulaski County, Georgia",13235,"0.94 (0.40, 1.92)","1.13 (0.52, 2.13)","1.42 (0.62, 2.69)","1.83 (0.84, 3.43)","2.86 (1.42, 4.97)","5.05 (2.80, 8.38)","6.23 (3.56, 9.92)","6.24 (3.51, 9.87)","561.74 (240.61, 1394.09)"
516,"Putnam County, Georgia",13237,"0.78 (0.36, 1.41)","1.12 (0.54, 2.05)","1.74 (0.89, 3.06)","2.58 (1.41, 4.22)","4.43 (2.65, 6.84)","7.70 (4.88, 11.23)","10.34 (7.16, 14.47)","10.22 (6.97, 14.37)","1206.00 (599.83, 2795.62)"
517,"Quitman County, Georgia",13239,"1.06 (0.38, 2.35)","1.34 (0.50, 2.79)","1.79 (0.69, 3.62)","2.24 (0.85, 4.59)","3.80 (1.61, 7.49)","6.71 (3.14, 12.02)","8.51 (4.03, 15.65)","8.54 (3.99, 16.03)","704.63 (269.31, 1807.15)"
518,"Rabun County, Georgia",13241,"1.05 (0.51, 1.75)","1.51 (0.78, 2.46)","2.51 (1.45, 3.95)","3.75 (2.34, 5.63)","6.73 (4.38, 9.43)","12.45 (9.03, 16.51)","17.43 (13.06, 22.70)","19.85 (14.96, 25.18)","1791.55 (926.11, 3698.38)"
519,"Randolph County, Georgia",13243,"1.00 (0.41, 2.02)","1.13 (0.49, 2.29)","1.39 (0.57, 2.80)","1.74 (0.75, 3.42)","2.80 (1.30, 5.33)","4.89 (2.32, 8.71)","5.97 (2.92, 10.68)","6.14 (2.82, 11.15)","515.89 (184.04, 1342.97)"
520,"Richmond County, Georgia",13245,"1.17 (0.66, 1.88)","1.45 (0.89, 2.20)","1.96 (1.25, 2.95)","2.47 (1.64, 3.53)","4.83 (3.48, 6.60)","7.53 (5.72, 9.49)","12.10 (9.58, 14.99)","10.71 (8.58, 13.30)","817.96 (442.10, 1605.26)"
521,"Rockdale County, Georgia",13247,"1.07 (0.60, 1.71)","1.30 (0.77, 1.99)","1.76 (1.07, 2.72)","2.32 (1.48, 3.38)","4.36 (2.97, 5.94)","6.83 (5.15, 8.74)","8.87 (6.81, 11.37)","9.63 (7.44, 12.24)","796.91 (427.68, 1573.32)"
522,"Schley County, Georgia",13249,"0.76 (0.30, 1.52)","0.91 (0.37, 1.76)","1.19 (0.52, 2.18)","1.51 (0.67, 2.78)","2.43 (1.13, 4.42)","4.22 (2.12, 7.11)","5.26 (2.60, 9.18)","5.21 (2.59, 8.98)","582.68 (215.89, 1621.85)"
523,"Screven County, Georgia",13251,"0.77 (0.35, 1.52)","0.90 (0.43, 1.66)","1.20 (0.58, 2.13)","1.72 (0.82, 3.11)","2.95 (1.56, 4.92)","5.26 (3.00, 8.42)","7.29 (4.34, 11.06)","7.21 (3.97, 11.45)","840.08 (368.67, 1817.47)"
524,"Seminole County, Georgia",13253,"0.88 (0.40, 1.70)","1.08 (0.51, 1.97)","1.45 (0.64, 2.62)","1.87 (0.88, 3.39)","3.08 (1.51, 5.53)","5.31 (2.79, 8.84)","7.21 (3.95, 11.66)","7.09 (3.75, 11.49)","703.09 (316.27, 1523.14)"
525,"Spalding County, Georgia",13255,"1.16 (0.64, 1.97)","1.46 (0.84, 2.27)","2.07 (1.25, 3.19)","2.94 (1.86, 4.24)","5.33 (3.67, 7.49)","9.12 (6.71, 12.07)","12.39 (9.45, 15.76)","13.34 (10.14, 16.61)","1049.62 (550.43, 2001.00)"
526,"Stephens County, Georgia",13257,"0.91 (0.42, 1.70)","1.27 (0.67, 2.15)","2.16 (1.12, 3.55)","3.50 (2.10, 5.53)","6.76 (4.35, 9.74)","13.11 (9.59, 17.18)","18.93 (14.37, 23.92)","21.31 (15.98, 27.03)","2233.58 (1135.75, 4966.80)"
527,"Stewart County, Georgia",13259,"0.71 (0.30, 1.35)","0.91 (0.40, 1.71)","1.16 (0.52, 2.23)","1.48 (0.69, 2.80)","2.51 (1.20, 4.52)","4.64 (2.36, 7.95)","6.28 (3.04, 11.00)","6.34 (2.96, 11.19)","793.64 (309.28, 1999.62)"
528,"Sumter County, Georgia",13261,"1.00 (0.49, 1.79)","1.11 (0.57, 1.88)","1.37 (0.74, 2.29)","1.68 (0.88, 2.83)","2.80 (1.60, 4.48)","4.80 (2.96, 7.26)","6.25 (3.96, 9.04)","5.82 (3.61, 8.61)","480.65 (196.53, 1059.43)"
529,"Talbot County, Georgia",13263,"0.63 (0.27, 1.27)","0.88 (0.38, 1.71)","1.32 (0.59, 2.61)","1.98 (0.88, 3.78)","3.72 (1.88, 6.94)","6.51 (3.39, 10.64)","8.92 (4.79, 14.29)","8.79 (4.70, 13.95)","1299.19 (619.62, 2999.21)"
530,"Taliaferro County, Georgia",13265,"0.58 (0.22, 1.31)","0.78 (0.29, 1.66)","1.12 (0.40, 2.41)","1.72 (0.61, 3.79)","3.23 (1.31, 6.86)","6.30 (2.73, 11.91)","8.82 (4.07, 16.15)","9.03 (3.84, 17.79)","1466.07 (581.83, 3652.20)"
531,"Tattnall County, Georgia",13267,"0.78 (0.43, 1.30)","0.98 (0.57, 1.54)","1.40 (0.85, 2.21)","2.01 (1.20, 3.11)","3.87 (2.31, 5.71)","8.24 (5.68, 11.49)","9.81 (6.75, 13.30)","10.61 (7.17, 14.94)","1257.71 (651.16, 2505.21)"
532,"Taylor County, Georgia",13269,"0.77 (0.35, 1.42)","0.98 (0.44, 1.78)","1.36 (0.62, 2.54)","1.99 (0.98, 3.63)","3.56 (1.75, 6.12)","6.54 (3.69, 10.28)","7.42 (4.37, 11.56)","7.70 (4.39, 12.31)","905.45 (386.14, 2060.78)"
533,"Telfair County, Georgia",13271,"0.76 (0.34, 1.45)","0.94 (0.45, 1.62)","1.29 (0.66, 2.24)","1.79 (0.99, 2.99)","3.12 (1.87, 4.91)","5.64 (3.41, 8.62)","7.53 (4.82, 10.81)","7.36 (4.59, 10.64)","870.62 (370.80, 2092.81)"
534,"Terrell County, Georgia",13273,"0.78 (0.32, 1.64)","0.89 (0.37, 1.76)","1.09 (0.46, 2.12)","1.34 (0.57, 2.57)","2.25 (1.04, 4.19)","4.03 (2.00, 7.64)","5.06 (2.44, 8.73)","4.78 (2.10, 8.61)","514.28 (177.18, 1395.78)"
535,"Thomas County, Georgia",13275,"0.94 (0.45, 1.66)","1.08 (0.55, 1.84)","1.39 (0.75, 2.25)","1.80 (1.01, 2.90)","2.92 (1.65, 4.50)","4.73 (3.08, 6.71)","6.26 (4.09, 8.92)","6.51 (4.22, 9.47)","593.27 (249.63, 1311.44)"
536,"Tift County, Georgia",13277,"0.79 (0.37, 1.46)","0.89 (0.46, 1.57)","1.05 (0.55, 1.79)","1.35 (0.75, 2.30)","2.32 (1.28, 3.75)","3.93 (2.34, 6.02)","5.21 (3.22, 7.92)","4.79 (3.08, 7.15)","504.42 (209.89, 1224.78)"
537,"Toombs County, Georgia",13279,"0.94 (0.45, 1.68)","1.21 (0.65, 2.03)","1.59 (0.89, 2.58)","2.27 (1.29, 3.60)","4.04 (2.54, 5.97)","7.18 (4.82, 10.04)","8.97 (6.27, 12.15)","10.24 (7.25, 13.91)","984.43 (483.40, 2137.63)"
538,"Towns County, Georgia",13281,"0.88 (0.41, 1.59)","1.35 (0.72, 2.28)","2.39 (1.32, 3.95)","3.60 (2.15, 5.39)","6.91 (4.57, 9.89)","12.74 (9.22, 17.22)","17.63 (13.27, 23.05)","20.64 (15.34, 27.13)","2238.74 (1190.65, 4899.66)"
539,"Treutlen County, Georgia",13283,"0.71 (0.32, 1.35)","0.88 (0.39, 1.60)","1.21 (0.56, 2.20)","1.65 (0.74, 2.98)","2.95 (1.52, 5.11)","5.27 (2.80, 8.69)","6.59 (3.55, 10.88)","6.57 (3.42, 10.89)","826.07 (382.84, 2004.81)"
540,"Troup County, Georgia",13285,"0.89 (0.46, 1.54)","1.13 (0.65, 1.81)","1.69 (0.99, 2.69)","2.36 (1.47, 3.60)","4.62 (3.10, 6.65)","8.77 (6.30, 11.69)","11.56 (8.53, 14.90)","12.56 (9.61, 16.17)","1307.14 (669.11, 2699.18)"
541,"Turner County, Georgia",13287,"0.83 (0.36, 1.74)","0.98 (0.45, 1.89)","1.28 (0.57, 2.50)","1.67 (0.74, 3.04)","3.00 (1.46, 5.20)","5.19 (2.80, 8.47)","6.82 (3.67, 11.13)","6.68 (3.55, 11.32)","703.78 (304.92, 1843.18)"
542,"Twiggs County, Georgia",13289,"0.87 (0.38, 1.72)","1.18 (0.55, 2.18)","1.75 (0.78, 3.21)","2.52 (1.29, 4.46)","4.39 (2.52, 7.08)","7.57 (4.58, 11.52)","9.72 (6.02, 14.39)","9.84 (5.99, 15.17)","1029.51 (471.39, 2430.54)"
543,"Union County, Georgia",13291,"0.70 (0.36, 1.16)","1.02 (0.55, 1.66)","1.60 (0.91, 2.54)","2.50 (1.57, 3.82)","4.69 (3.15, 6.65)","8.63 (6.32, 11.53)","11.90 (8.80, 15.23)","12.91 (9.41, 16.96)","1745.94 (940.23, 3632.55)"
544,"Upson County, Georgia",13293,"1.00 (0.51, 1.86)","1.29 (0.67, 2.21)","1.90 (1.04, 3.11)","2.81 (1.63, 4.51)","4.76 (2.94, 6.99)","8.70 (5.79, 12.21)","11.57 (8.12, 15.83)","11.87 (8.51, 16.18)","1088.43 (544.05, 2277.48)"
545,"Walker County, Georgia",13295,"0.91 (0.53, 1.43)","1.21 (0.75, 1.80)","1.81 (1.18, 2.62)","2.74 (1.88, 3.83)","5.05 (3.70, 6.69)","10.50 (8.28, 13.26)","12.49 (10.07, 15.36)","15.13 (12.14, 18.38)","1560.44 (915.95, 2802.13)"
546,"Walton County, Georgia",13297,"0.78 (0.39, 1.33)","1.02 (0.56, 1.64)","1.59 (0.93, 2.47)","2.28 (1.41, 3.36)","3.91 (2.61, 5.57)","7.77 (5.69, 10.27)","11.93 (9.11, 15.07)","12.11 (9.26, 15.24)","1461.40 (774.02, 2981.65)"
547,"Ware County, Georgia",13299,"0.87 (0.46, 1.50)","1.26 (0.71, 2.05)","1.97 (1.18, 3.06)","3.03 (1.87, 4.55)","5.68 (3.79, 8.08)","11.88 (8.51, 15.81)","14.26 (10.78, 18.73)","18.71 (14.17, 24.11)","2047.45 (1070.62, 4015.21)"
548,"Warren County, Georgia",13301,"0.70 (0.29, 1.42)","0.98 (0.43, 1.91)","1.38 (0.60, 2.66)","1.98 (0.88, 3.72)","3.96 (1.94, 6.89)","7.25 (4.00, 12.14)","9.83 (5.26, 15.84)","10.78 (5.93, 17.80)","1441.95 (651.59, 3305.24)"
549,"Washington County, Georgia",13303,"0.75 (0.34, 1.45)","0.93 (0.47, 1.62)","1.27 (0.62, 2.19)","1.74 (0.89, 2.95)","3.28 (1.88, 5.08)","6.29 (3.85, 9.67)","8.43 (5.34, 12.30)","8.44 (5.22, 12.27)","1025.85 (460.70, 2394.32)"
550,"Wayne County, Georgia",13305,"1.03 (0.56, 1.75)","1.44 (0.83, 2.31)","2.21 (1.32, 3.44)","3.63 (2.35, 5.49)","6.11 (4.14, 8.56)","12.88 (9.41, 17.00)","17.16 (13.09, 21.81)","16.94 (12.69, 21.58)","1541.34 (844.29, 2968.60)"
551,"Webster County, Georgia",13307,"0.82 (0.31, 1.74)","0.90 (0.34, 1.83)","1.12 (0.42, 2.43)","1.39 (0.52, 3.01)","2.34 (0.94, 4.92)","3.90 (1.72, 7.23)","4.82 (1.99, 9.13)","4.58 (1.83, 8.58)","459.19 (155.73, 1177.20)"
552,"Wheeler County, Georgia",13309,"0.80 (0.34, 1.53)","0.95 (0.42, 1.72)","1.23 (0.57, 2.25)","1.66 (0.78, 3.04)","2.91 (1.44, 4.95)","5.15 (2.68, 8.17)","6.37 (3.56, 10.24)","6.69 (3.60, 10.45)","738.38 (312.05, 1667.15)"
553,"White County, Georgia",13311,"0.71 (0.32, 1.34)","1.07 (0.55, 1.75)","1.86 (1.05, 2.95)","3.06 (1.90, 4.65)","5.79 (3.91, 8.32)","11.04 (8.13, 14.50)","16.57 (12.84, 20.80)","17.83 (13.60, 22.45)","2403.10 (1266.19, 5300.95)"
554,"Whitfield County, Georgia",13313,"0.94 (0.55, 1.48)","1.25 (0.77, 1.87)","1.74 (1.12, 2.58)","2.54 (1.72, 3.61)","4.41 (3.21, 5.87)","8.51 (6.62, 10.82)","11.86 (9.34, 14.70)","11.43 (9.09, 13.90)","1120.31 (639.17, 2110.63)"
555,"Wilcox County, Georgia",13315,"0.80 (0.36, 1.55)","0.90 (0.42, 1.68)","1.19 (0.54, 2.19)","1.61 (0.74, 2.90)","2.83 (1.37, 5.01)","5.82 (3.17, 9.67)","6.61 (3.56, 10.78)","6.41 (3.33, 10.67)","698.91 (284.30, 1664.14)"
556,"Wilkes County, Georgia",13317,"0.64 (0.28, 1.26)","0.84 (0.39, 1.54)","1.20 (0.55, 2.26)","1.87 (0.91, 3.40)","3.55 (1.84, 5.97)","6.83 (3.97, 10.96)","9.61 (5.60, 15.01)","9.62 (5.43, 14.79)","1397.70 (651.82, 3220.07)"
557,"Wilkinson County, Georgia",13319,"0.96 (0.44, 1.76)","1.27 (0.62, 2.23)","1.85 (0.92, 3.30)","2.67 (1.38, 4.41)","4.67 (2.55, 7.40)","8.41 (5.15, 12.86)","10.48 (6.53, 15.29)","11.58 (7.17, 17.07)","1107.35 (560.57, 2431.28)"
558,"Worth County, Georgia",13321,"0.75 (0.34, 1.45)","0.91 (0.44, 1.65)","1.25 (0.61, 2.28)","1.68 (0.82, 2.76)","2.75 (1.48, 4.44)","4.92 (2.81, 7.45)","5.53 (3.29, 8.51)","5.33 (3.09, 8.53)","606.15 (243.82, 1388.04)"
559,Hawaii,15,"0.61 (0.38, 0.92)","0.84 (0.55, 1.25)","1.14 (0.80, 1.57)","2.37 (1.80, 3.00)","2.98 (2.38, 3.69)","6.46 (5.55, 7.45)","7.91 (6.84, 9.05)","8.15 (7.05, 9.37)","1243.22 (737.75, 2087.90)"
560,"Hawaii County, Hawaii",15001,"1.18 (0.58, 2.10)","1.55 (0.83, 2.53)","2.06 (1.17, 3.33)","2.58 (1.61, 3.74)","3.62 (2.40, 5.11)","5.00 (3.39, 6.99)","6.13 (4.29, 8.28)","6.92 (5.02, 9.30)","484.36 (200.43, 1197.15)"
561,"Honolulu County, Hawaii",15003,"0.52 (0.27, 0.88)","0.74 (0.43, 1.23)","1.00 (0.61, 1.53)","2.49 (1.76, 3.35)","2.95 (2.15, 3.83)","7.28 (6.10, 8.48)","8.74 (7.37, 10.25)","8.81 (7.39, 10.37)","1605.98 (865.44, 3219.28)"
562,"Kalawao County, Hawaii",15005,"0.66 (0.30, 1.28)","0.78 (0.38, 1.35)","1.06 (0.58, 1.77)","1.58 (0.91, 2.43)","2.62 (1.65, 3.94)","4.46 (3.00, 6.35)","6.26 (4.39, 8.37)","7.11 (4.89, 9.49)","976.79 (366.52, 2472.53)"
563,"Kauai County, Hawaii",15007,"0.83 (0.33, 1.72)","0.94 (0.41, 1.74)","1.33 (0.65, 2.32)","1.98 (1.11, 3.09)","2.98 (1.81, 4.62)","4.34 (2.82, 6.19)","5.91 (3.77, 8.63)","5.83 (3.59, 8.41)","598.54 (183.27, 1898.13)"
564,"Maui County, Hawaii",15009,"0.66 (0.30, 1.28)","0.78 (0.38, 1.35)","1.06 (0.58, 1.77)","1.58 (0.91, 2.43)","2.62 (1.65, 3.94)","4.46 (3.00, 6.35)","6.26 (4.39, 8.37)","7.11 (4.89, 9.49)","976.79 (366.52, 2472.53)"
565,Idaho,16,"0.83 (0.70, 0.98)","1.00 (0.87, 1.15)","1.39 (1.22, 1.59)","1.92 (1.69, 2.17)","3.17 (2.84, 3.51)","5.45 (5.00, 5.92)","7.35 (6.77, 7.96)","7.84 (7.11, 8.53)","845.06 (668.36, 1054.98)"
566,"Ada County, Idaho",16001,"1.00 (0.64, 1.48)","1.23 (0.82, 1.80)","1.57 (1.06, 2.20)","1.97 (1.39, 2.68)","3.47 (2.64, 4.37)","5.69 (4.67, 6.88)","7.75 (6.43, 9.12)","8.17 (6.79, 9.65)","715.03 (423.02, 1214.40)"
567,"Adams County, Idaho",16003,"0.72 (0.37, 1.28)","0.90 (0.45, 1.54)","1.30 (0.67, 2.24)","1.95 (1.02, 3.48)","3.23 (1.76, 5.32)","5.27 (3.08, 8.15)","7.11 (4.21, 11.01)","7.29 (4.18, 11.37)","906.28 (410.87, 1893.60)"
568,"Bannock County, Idaho",16005,"0.63 (0.33, 1.09)","0.72 (0.39, 1.18)","1.01 (0.59, 1.68)","1.47 (0.86, 2.29)","2.59 (1.70, 3.79)","4.74 (3.32, 6.51)","5.95 (4.15, 8.06)","7.05 (5.06, 9.44)","1013.42 (468.05, 2123.53)"
569,"Bear Lake County, Idaho",16007,"0.56 (0.27, 1.01)","0.79 (0.40, 1.40)","1.26 (0.64, 2.20)","1.99 (1.11, 3.24)","3.65 (2.09, 5.77)","6.79 (4.12, 10.37)","9.48 (5.65, 14.25)","9.80 (5.80, 14.79)","1657.08 (793.48, 3645.97)"
570,"Benewah County, Idaho",16009,"1.14 (0.60, 2.13)","1.36 (0.74, 2.26)","1.88 (1.01, 3.05)","2.73 (1.48, 4.48)","4.53 (2.63, 6.99)","7.65 (4.91, 11.45)","10.03 (6.59, 14.40)","9.99 (6.01, 15.03)","774.60 (341.53, 1623.32)"
